"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"CMP-179","https://onemain.atlassian.net/browse/CMP-179",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Requirements for Parent/child approval","CMP-148","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-181","https://onemain.atlassian.net/browse/CMP-181",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","New Jira Instance - Data gathering for change tickets","CMP-180","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-122","https://onemain.atlassian.net/browse/CMP-122",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Introduce IVB as part of Change Management Improvement process","CMP-2","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-68","https://onemain.atlassian.net/browse/CMP-68",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Ensure Major INC Caused by Change data in INC records match CHG records","CMP-3","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-12","https://onemain.atlassian.net/browse/CMP-12",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","CI/CD Reporting in SNOW vs. Excel Files","CMP-2","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-27","https://onemain.atlassian.net/browse/CMP-27",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Add CM Approval for Risk/Timing","CMP-6","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-38","https://onemain.atlassian.net/browse/CMP-38",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Manage Internal Standards/Process Docs","CMP-11","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-40","https://onemain.atlassian.net/browse/CMP-40",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Using CTASKs to Improve Change Coordination","CMP-4","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-36","https://onemain.atlassian.net/browse/CMP-36",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Review/Update CAB Structure and Timing","CMP-6","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-35","https://onemain.atlassian.net/browse/CMP-35",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Enhance/Update SNOW Risk Assessment Model","CMP-6","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-33","https://onemain.atlassian.net/browse/CMP-33",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Define Process for Deployment SNOW Requests","CMP-6","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-31","https://onemain.atlassian.net/browse/CMP-31",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Validate JIRA Deployments in SNOW","CMP-1","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-42","https://onemain.atlassian.net/browse/CMP-42",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Reduce Emergency CHG Requests","CMP-2","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-29","https://onemain.atlassian.net/browse/CMP-29",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Transition SNOW Deployments from JIRA","CMP-1","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-25","https://onemain.atlassian.net/browse/CMP-25",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Finance Start of Month Change Freeze","CMP-3","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-48","https://onemain.atlassian.net/browse/CMP-48",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Planning Epic - Change Mgt/Release Mgt/Dev Request Mgt","CMP-47","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-15","https://onemain.atlassian.net/browse/CMP-15",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Optimizely Traffic Management Changes","CMP-1","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-21","https://onemain.atlassian.net/browse/CMP-21",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Firemon Integration","CMP-4","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-22","https://onemain.atlassian.net/browse/CMP-22",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Verify Standard Change Template for SNOW Development Work","CMP-21","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-14","https://onemain.atlassian.net/browse/CMP-14",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Sprint 1 Activities for establishing CARDS data in SNOW for BI Reporting","CMP-12","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-37","https://onemain.atlassian.net/browse/CMP-37",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Hand Shake Digital Snow data to Tina ","CMP-12","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-103","https://onemain.atlassian.net/browse/CMP-103",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Changeman - SNOW Integration Next Steps","CMP-71","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-16","https://onemain.atlassian.net/browse/CMP-16",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Review Optimizely Data for Linkage to Jira/SNOW","CMP-15","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-174","https://onemain.atlassian.net/browse/CMP-174",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","Revised Change Steward process implementation","CMP-154","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-113","https://onemain.atlassian.net/browse/CMP-113",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","MDCMS-SNOW Dev Integration Sprint 2021.13","CMP-70","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-34","https://onemain.atlassian.net/browse/CMP-34",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Meeting for Deployment SNOW Requests","CMP-33","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-18","https://onemain.atlassian.net/browse/CMP-18",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Working session for Application Change Control","CMP-17","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-32","https://onemain.atlassian.net/browse/CMP-32",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Review JIRA Deployments in SNOW","CMP-31","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-165","https://onemain.atlassian.net/browse/CMP-165",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Story","Assignment group mapping - create new groups","CMP-160","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-19","https://onemain.atlassian.net/browse/CMP-19",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Identify Timing for Support from Bhavani's Team","CMP-20","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-28","https://onemain.atlassian.net/browse/CMP-28",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Identify 1st AG's to Pilot for Infra CM Approval","CMP-27","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-87","https://onemain.atlassian.net/browse/CMP-87",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Application Change Control - SNOW Integration Follow Up","CMP-17","Blocked","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-132","https://onemain.atlassian.net/browse/CMP-132",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Review July Planned vs Actual Change Window","CMP-79","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-141","https://onemain.atlassian.net/browse/CMP-141",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","August Emergency Change Audits","CMP-79","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-142","https://onemain.atlassian.net/browse/CMP-142",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Review August Planned vs Actual Change Window","CMP-79","Ready for Work","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-26","https://onemain.atlassian.net/browse/CMP-26",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Initiate POC for February for ""isSOX"" CI's","CMP-25","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-24","https://onemain.atlassian.net/browse/CMP-24",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Partner with Hannah/Prakash to Establish Pilot","CMP-23","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-49","https://onemain.atlassian.net/browse/CMP-49",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Begin Reviewing Current State for Gap Analysis from Release Mgt process","CMP-48","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-86","https://onemain.atlassian.net/browse/CMP-86",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Share draft email for auto notifications and discuss planning for SNOW Dev team","CMP-23","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-84","https://onemain.atlassian.net/browse/CMP-84",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","MDCMS/SNOW Integration Kickoff","CMP-70","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-50","https://onemain.atlassian.net/browse/CMP-50",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Identify pilot groups for adoption of CTASKs for CHG coordination","CMP-40","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-51","https://onemain.atlassian.net/browse/CMP-51",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Initiate pilot for CTASK usage","CMP-40","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-52","https://onemain.atlassian.net/browse/CMP-52",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Testing for auto closing CHG tickets from Application Change Control (Affinity) records","CMP-17","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-53","https://onemain.atlassian.net/browse/CMP-53",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Follow Up - Identify Timing for Support from Bhavani's Team","CMP-20","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-54","https://onemain.atlassian.net/browse/CMP-54",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Infrastructure C-TASK Analysis","CMP-40","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-46","https://onemain.atlassian.net/browse/CMP-46",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Establish EDME Working Practice for CM Approval","CMP-27","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-56","https://onemain.atlassian.net/browse/CMP-56",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","December End of Month Change preparation report","CMP-55","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-57","https://onemain.atlassian.net/browse/CMP-57",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","2023 - Infrastructure Group Report","CMP-55","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-58","https://onemain.atlassian.net/browse/CMP-58",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Establish Confluence Page Structure and Share Link","CMP-55","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-59","https://onemain.atlassian.net/browse/CMP-59",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Analyze CTASK usage/opportunities","CMP-40","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-60","https://onemain.atlassian.net/browse/CMP-60",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Continued Testing for auto closing CHG tickets from Application Change Control (Affinity) records","CMP-17","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-61","https://onemain.atlassian.net/browse/CMP-61",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Continue investigation into current Release/Dev Practices","CMP-48","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-63","https://onemain.atlassian.net/browse/CMP-63",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Identify and establish additional Infra AG's with CM Approvals","CMP-27","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-64","https://onemain.atlassian.net/browse/CMP-64",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Initiate pilot for Infrastructure CTASK usage","CMP-40","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-85","https://onemain.atlassian.net/browse/CMP-85",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","App Change Control/SNOW Integration Follow Up","CMP-17","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-13","https://onemain.atlassian.net/browse/CMP-13",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Validate Front End Data in SNOW for BI Reporting","CMP-12","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-65","https://onemain.atlassian.net/browse/CMP-65",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","January End of Month Change Preparation Report","CMP-55","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-83","https://onemain.atlassian.net/browse/CMP-83",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Changeman/SNOW Integration Kickoff","CMP-71","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-39","https://onemain.atlassian.net/browse/CMP-39",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","January Standards Updates","CMP-38","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-81","https://onemain.atlassian.net/browse/CMP-81",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Knowledge Transfer for CARDS & Digital Deployments with Michelle ","CMP-82","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-80","https://onemain.atlassian.net/browse/CMP-80",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Review Standard Changes for Alignment with Template","CMP-79","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-78","https://onemain.atlassian.net/browse/CMP-78",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","February EOM Change Audit Tracking Report","CMP-55","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-77","https://onemain.atlassian.net/browse/CMP-77",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Share Links to Confluence Page of Audit Trend Data for Next Steps","CMP-55","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-76","https://onemain.atlassian.net/browse/CMP-76",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Draft Email for Change Comms to Shareholders and Share with SNOW Team","CMP-23","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-41","https://onemain.atlassian.net/browse/CMP-41",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Identify plan for utilizing CTASKs to coordinate CHGs","CMP-40","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-73","https://onemain.atlassian.net/browse/CMP-73",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Initiate Planning for MDCMS Integration","CMP-70","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-72","https://onemain.atlassian.net/browse/CMP-72",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Initiate Planning for Changeman Integration","CMP-71","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-43","https://onemain.atlassian.net/browse/CMP-43",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Analyze 2023 Emergency CHG Requests for Repeats","CMP-42","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-44","https://onemain.atlassian.net/browse/CMP-44",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Identify Opportunities to Standardize a Process Executed by EMER Currently","CMP-42","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-45","https://onemain.atlassian.net/browse/CMP-45",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Follow Up Application Change Control Working Session (Affinity)","CMP-17","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"CMP-75","https://onemain.atlassian.net/browse/CMP-75",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Task","Initiate discussions with TOE Scrum Teams to capture current Good Practices","CMP-74","Done","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
