"Source Issue","Source URL","Target Issue","Target URL","Issue Type","Summary","Missing Parent","Status","Reason","Action Required"
"GENAI-63","https://onemain.atlassian.net/browse/GENAI-63",,"https://onemainfinancial-migrationsandbox.atlassian.net/browse/","Epic","Integrate generative AI into Spira automated testing platform to streamline creation of test cases","GENAI-27","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-92","https://onemain.atlassian.net/browse/GENAI-92","GENAI1-37","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-37","Epic","PDLC integration of GAI","GENAI-27","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-79","https://onemain.atlassian.net/browse/GENAI-79","GENAI1-40","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-40","Epic","Assess Mabl AI-powered automation tool for streamlining and accelerating QE","GENAI-27","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-78","https://onemain.atlassian.net/browse/GENAI-78","GENAI1-41","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-41","Epic","Explore Cursor.ai as a means to streamline software development workflows","GENAI-27","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-77","https://onemain.atlassian.net/browse/GENAI-77","GENAI1-42","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-42","Epic","Evaluate microsoft copilot studio, customGPTs, and AWS Bedrock as options to customize and configure agents for back office solutions","GENAI-12","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-81","https://onemain.atlassian.net/browse/GENAI-81","GENAI1-43","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-43","Epic","Explore AWS Q Developer as an option to convert IBM z COBOL to java","GENAI-27","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-74","https://onemain.atlassian.net/browse/GENAI-74","GENAI1-45","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-45","Epic","Assessment: GitHub Enterprise upgrade","GENAI-27","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-82","https://onemain.atlassian.net/browse/GENAI-82","GENAI1-47","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-47","Epic","Evaluate Intelligize+ AI for streamlining accounting benchmarking and research","GENAI-8","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-73","https://onemain.atlassian.net/browse/GENAI-73","GENAI1-48","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-48","Epic","M365 Copilot: complete ETGB/SARB for GTM","GENAI-12","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-72","https://onemain.atlassian.net/browse/GENAI-72","GENAI1-49","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-49","Epic","github copilot - SARB/ETGB for GTM","GENAI-27","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-70","https://onemain.atlassian.net/browse/GENAI-70","GENAI1-50","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-50","Epic","AI Engineer: leverage generative AI capabilities and workflow agents to streamline DevOps SDLC processes","GENAI-27","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-69","https://onemain.atlassian.net/browse/GENAI-69","GENAI1-51","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-51","Epic","Enable OpenAI endpoints for use in dev and data science as an alternative to AWS and Azure so that we can have a balanced portfolio of models to optimize cost/benefit","GENAI-27","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-84","https://onemain.atlassian.net/browse/GENAI-84","GENAI1-54","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-54","Epic","Custom SNOW Solutions helping incident managers streamline their work and improve communication and visibility","GENAI-27","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-91","https://onemain.atlassian.net/browse/GENAI-91","GENAI1-55","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-55","Epic","Resolve.ai - change management and observability agent POC","GENAI-27","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-68","https://onemain.atlassian.net/browse/GENAI-68","GENAI1-64","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-64","Task","I would like to evaluate Amazon App Studio as an option for genAI use to streamline application development at OMF","GENAI-62","Backlog","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
"GENAI-36","https://onemain.atlassian.net/browse/GENAI-36","GENAI1-65","https://onemainfinancial-migrationsandbox.atlassian.net/browse/GENAI1-65","Task","Phase 3: implement enhancements based on Phase 2 learnings, including enabling Copilot natively for PVM users","GENAI-20","In Progress","Parent was resolved/excluded from migration (not in export)","Manually link to appropriate parent or mark as orphaned"
